,order_str,order_id
122,"[{'id': 'b9f848c3c1d04e9dada688e7754803d3', 'dt': Timestamp('2018-06-28 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-28 04:15:00+0000', tz='UTC'), 'amount': -30, 'filled': -30, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",122
123,[],123
124,"[{'id': 'acfb952809e7444d8997bf0fc7040b9b', 'dt': Timestamp('2018-07-02 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 04:15:00+0000', tz='UTC'), 'amount': 121, 'filled': 121, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",124
125,[],125
126,"[{'id': 'c28b2b02398544d2b11e7d067ff5a8f4', 'dt': Timestamp('2018-07-04 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-04 04:15:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",126
127,[],127
128,[],128
129,"[{'id': '3b1fe15035104ac38ad1371772dab072', 'dt': Timestamp('2018-07-09 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 04:15:00+0000', tz='UTC'), 'amount': 4, 'filled': 4, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",129
130,[],130
131,[],131
132,[],132
133,[],133
134,[],134
135,"[{'id': '26e1d664e7dc455f86aae3a9fb3b0db0', 'dt': Timestamp('2018-07-17 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-17 04:15:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",135
136,"[{'id': 'cea6d27fa47f4866a26023a8c1095b55', 'dt': Timestamp('2018-07-18 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-18 04:15:00+0000', tz='UTC'), 'amount': -1, 'filled': -1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",136
137,[],137
